Time[ms];"IL.FB([Axis1] Current feedback)[Arms]";"VL.CMD([Axis1] Velocity command)[mm/s]";"VL.FB([Axis1] Velocity feedback)[mm/s]";"PL.ERR([Axis1] Position error)[mm]";"PL.FB([Axis1] Position feedback)[mm]";"IL.BUSFF([Axis1] External feed-forward)[Arms]";;;;#ParentName;#Name;#Type;#Value
214,5;-0,328;-0,644;-0,039;-0,129;0,326;0;;;;;;;
215,3125;-0,364;-0,631;2,862;-0,126;0,329;0;;;;;;;
216,125;-0,317;-0,643;-0,631;-0,128;0,326;0;;;;;;;
216,9375;-0,326;-0,634;-2,303;-0,126;0,325;0;;;;;;;
217,75;-0,362;-0,624;-1,147;-0,124;0,329;0;;;;;;;
218,5625;-0,321;-0,622;-0,809;-0,124;0,323;0;;;;;;;
219,375;-0,331;-0,613;-1,107;-0,122;0,324;0;;;;;;;
220,1875;-0,355;-0,622;-0,95;-0,124;0,324;0;;;;;;;
221;-0,299;-0,615;-2,188;-0,123;0,319;0;;;;;;;
221,8125;-0,338;-0,6;-2,717;-0,12;0,321;0;;;;;;;
222,625;-0,331;-0,578;-11,811;-0,115;0,313;0;;;;;;;
223,4375;-0,259;-0,518;-12,646;-0,103;0,302;0;;;;;;;
224,25;-0,292;-0,488;-6,405;-0,097;0,299;0;;;;;;;
225,0625;-0,263;-0,454;-4,854;-0,091;0,292;0;;;;;;;
225,875;-0,219;-0,433;-6,006;-0,086;0,284;0;;;;;;;
226,6875;-0,261;-0,395;-12,638;-0,079;0,278;0;;;;;;;
227,5;-0,215;-0,334;-17,941;-0,067;0,262;0;;;;;;;
228,3125;-0,173;-0,263;-15,506;-0,052;0,249;0;;;;;;;
229,125;-0,189;-0,2;-12,372;-0,04;0,242;0;;;;;;;
229,9375;-0,125;-0,172;-5,375;-0,034;0,233;0;;;;;;;
230,75;-0,155;-0,167;-5,091;-0,033;0,231;0;;;;;;;
231,5625;-0,182;-0,133;-3,599;-0,027;0,229;0;;;;;;;
232,375;-0,142;-0,125;-7,606;-0,025;0,222;0;;;;;;;
233,1875;-0,155;-0,099;-8,393;-0,02;0,217;0;;;;;;;
234;-0,174;-0,069;-4,38;-0,014;0,215;0;;;;;;;
234,8125;-0,114;-0,06;0,609;-0,012;0,21;0;;;;;;;
235,625;-0,165;-0,048;-0,158;-0,01;0,212;0;;;;;;;
236,4375;-0,157;-0,057;-0,52;-0,011;0,21;0;;;;;;;
237,25;-0,125;-0,059;1,094;-0,012;0,208;0;;;;;;;
238,0625;-0,171;-0,045;-2,183;-0,009;0,209;0;;;;;;;
238,875;-0,153;-0,05;-0,726;-0,01;0,209;0;;;;;;;
239,6875;-0,122;-0,037;-0,723;-0,007;0,205;0;;;;;;;
240,5;-0,168;-0,036;1,559;-0,007;0,21;0;;;;;;;
241,3125;-0,145;-0,03;-1,905;-0,006;0,207;0;;;;;;;
242,125;-0,119;-0,029;-2,696;-0,006;0,205;0;;;;;;;
242,9375;-0,171;-0,038;-0,207;-0,008;0,208;0;;;;;;;
243,75;-0,132;-0,036;-0,582;-0,007;0,207;0;;;;;;;
244,5625;-0,145;-0,042;-1,252;-0,008;0,206;0;;;;;;;
245,375;-0,172;-0,023;-0,745;-0,005;0,208;0;;;;;;;
246,1875;-0,127;-0,026;0,823;-0,005;0,205;0;;;;;;;
247;-0,144;-0,034;-1,544;-0,007;0,205;0;;;;;;;
247,8125;-0,178;-0,017;1,781;-0,003;0,207;0;;;;;;;
248,625;-0,123;-0,028;0,526;-0,006;0,203;0;;;;;;;
249,4375;-0,165;-0,038;2,645;-0,008;0,207;0;;;;;;;
250,25;-0,167;-0,029;0,783;-0,006;0,208;0;;;;;;;
251,0625;-0,129;-0,037;0,313;-0,007;0,204;0;;;;;;;
251,875;-0,175;-0,02;-1,707;-0,004;0,206;0;;;;;;;
252,6875;-0,156;-0,027;1,005;-0,005;0,207;0;;;;;;;
253,5;-0,115;-0,039;-0,84;-0,008;0,204;0;;;;;;;
254,3125;-0,18;-0,033;1,073;-0,007;0,208;0;;;;;;;
255,125;-0,148;-0,042;2,592;-0,008;0,207;0;;;;;;;
